originalName,normalizedName,currentName,slug,status,classification,parent,zone,verified,indexable,inSitemap,canonical,pageExists,aliasOf,reason,sourceSection,notes
KPHB Phase 7,kphbphase7,KPHB Phase 7,kphb-phase-7,draft,SUB-UNIT,KPHB Colony,west,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",KUKATPALLY / NORTHWEST,
KPHB Phase 8,kphbphase8,KPHB Phase 8,kphb-phase-8,draft,SUB-UNIT,KPHB Colony,west,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",KUKATPALLY / NORTHWEST,
KPHB Phase 9,kphbphase9,KPHB Phase 9,kphb-phase-9,draft,SUB-UNIT,KPHB Colony,west,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""KPHB Colony"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",KUKATPALLY / NORTHWEST,
Krishna Nagar,krishnanagar,Krishna Nagar,krishna-nagar,draft,SUB-UNIT,Yousufguda,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Yousufguda"", not a distinct standalone locality. Covered under the parent page.",YOUSUFGUDA,
Kurmaguda,kurmaguda,Kurmaguda,kurmaguda,draft,NEEDS VERIFICATION,Santoshnagar,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Santoshnagar"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",OLD CITY / SANTOSHNAGAR,
Lal Bazaar,lalbazaar,Lal Bazaar,lal-bazaar,draft,SUB-UNIT,Trimulgherry,north,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Trimulgherry"", not a distinct standalone locality. Covered under the parent page.",TRIMULGHERRY,
Lal Darwaza,laldarwaza,Lal Darwaza,lal-darwaza,draft,SUB-UNIT,Moghalpura,south,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Moghalpura"". Not a standalone-page candidate.",OLD CITY / MOGHALPURA,
Lalapet,lalapet,Lalapet,lalapet,draft,NEEDS VERIFICATION,Tarnaka,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Tarnaka"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",TARNAKA,
Lalith Bagh,lalithbagh,Lalith Bagh,lalith-bagh,draft,NEEDS VERIFICATION,Chandrayangutta,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Chandrayangutta"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",OLD CITY / CHANDRAYANGUTTA,
Lanco Hills,lancohills,Lanco Hills,lanco-hills,draft,SUB-UNIT,Manikonda,west,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Manikonda"", not a distinct standalone locality. Covered under the parent page.",MANIKONDA,
Liberty,liberty,Liberty,liberty,draft,SUB-UNIT,Himayatnagar,central,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Himayatnagar"". Not a standalone-page candidate.",HIMAYATNAGAR / BASHEERBAGH,
Lower Tank Bund,lowertankbund,Lower Tank Bund,lower-tank-bund,draft,SUB-UNIT,Himayatnagar,central,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Himayatnagar"". Not a standalone-page candidate.",HIMAYATNAGAR / BASHEERBAGH,
LV Prasad Road,lvprasadroad,LV Prasad Road,lv-prasad-road,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Banjara Hills"". Not a standalone-page candidate.",BANJARA HILLS,
Madina Building,madinabuilding,Madina Building,madina-building,draft,SUB-UNIT,Charminar,south,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Charminar"". Not a standalone-page candidate.",OLD CITY / CHARMINAR,
Maitrivanam,maitrivanam,Maitrivanam,maitrivanam,draft,SUB-UNIT,Ameerpet,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Ameerpet"", not a distinct standalone locality. Covered under the parent page.",AMEERPET,
Mallampet,mallampet,Mallampet,mallampet,draft,NEEDS VERIFICATION,Bachupally,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Bachupally"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",BACHUPALLY | ADDITIONAL LOCALITIES,
Mallampet Road,mallampetroad,Mallampet Road,mallampet-road,draft,SUB-UNIT,Nizampet,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Nizampet"". Not a standalone-page candidate.",NIZAMPET,
Manchal,manchal,Manchal,manchal,draft,NEEDS VERIFICATION,Ibrahimpatnam,outskirts,false,false,false,,false,,"Not yet independently verified. Grouped with ""Ibrahimpatnam"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",AIRPORT / SOUTH / IBRAHIMPATNAM,
Manikonda Road,manikondaroad,Manikonda Road,manikonda-road,draft,SUB-UNIT,Shaikpet,south,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Shaikpet"". Not a standalone-page candidate.",SHAIKPET,
Mansanpally,mansanpally,Mansanpally,mansanpally,draft,NEEDS VERIFICATION,Maheshwaram,outskirts,false,false,false,,false,,"Not yet independently verified. Grouped with ""Maheshwaram"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",AIRPORT / SOUTH / MAHESHWARAM,
Mantri Celestia,mantricelestia,Mantri Celestia,mantri-celestia,draft,SUB-UNIT,Financial District,west,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Financial District"", not a distinct standalone locality. Covered under the parent page.",FINANCIAL DISTRICT,
Masab Tank Side,masabtankside,Masab Tank Side,masab-tank-side,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS,
Mayur Marg,mayurmarg,Mayur Marg,mayur-marg,draft,SUB-UNIT,Begumpet,central,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Begumpet"". Not a standalone-page candidate.",BEGUMPET,
Medchal Road,medchalroad,Medchal Road,medchal-road,draft,SUB-UNIT,Kompally,north,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Kompally"". Not a standalone-page candidate.",KOMPALLY | MEDCHAL,
Meerpet HB Colony,meerpethbcolony,Meerpet HB Colony,meerpet-hb-colony,draft,SUB-UNIT,Meerpet,unknown,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Meerpet"", not a distinct standalone locality. Covered under the parent page.",ADDITIONAL LOCALITIES,
MG Road,mgroad,MG Road,mg-road,draft,SUB-UNIT,Secunderabad,north,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Secunderabad"". Not a standalone-page candidate.",SECUNDERABAD / NORTH,
Mindspace,mindspace,Mindspace,mindspace,draft,SUB-UNIT,HITEC City,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""HITEC City"". Not a standalone-page candidate.",WEST HYDERABAD / IT CORRIDOR | RAIDURG,
Minister Road,ministerroad,Minister Road,minister-road,draft,SUB-UNIT,Begumpet,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Begumpet"". Not a standalone-page candidate.",BEGUMPET | SECUNDERABAD / NORTH,
Ministers Colony,ministerscolony,Ministers Colony,ministers-colony,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS,
Mir Chowk,mirchowk,Mir Chowk,mir-chowk,draft,SUB-UNIT,Charminar,south,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Charminar"". Not a standalone-page candidate.",OLD CITY / CHARMINAR,
Mithila Nagar,mithilanagar,Mithila Nagar,mithila-nagar,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS,
Miyapur Road,miyapurroad,Miyapur Road,miyapur-road,draft,SUB-UNIT,Bachupally,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Bachupally"". Not a standalone-page candidate.",BACHUPALLY,
Miyapur X Road,miyapurxroad,Miyapur X Road,miyapur-x-road,draft,SUB-UNIT,Miyapur,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Miyapur"". Not a standalone-page candidate.",MIYAPUR,
MLA Colony,mlacolony,MLA Colony,mla-colony,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS,
Mokila,mokila,Mokila,mokila,draft,NEEDS VERIFICATION,,unknown,false,false,false,,false,,"Not yet independently verified — insufficient information available to confirm this is a distinct, standalone-worthy locality or assign a parent.",ADDITIONAL LOCALITIES,
Mokila Road,mokilaroad,Mokila Road,mokila-road,draft,SUB-UNIT,Tellapur,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Tellapur"". Not a standalone-page candidate.",TELLAPUR | OSMAN NAGAR | KOLLUR,
Monda Market,mondamarket,Monda Market,monda-market,draft,SUB-UNIT,Secunderabad,north,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Secunderabad"". Not a standalone-page candidate.",SECUNDERABAD / NORTH,
Mozamjahi Market,mozamjahimarket,Mozamjahi Market,mozamjahi-market,draft,SUB-UNIT,Abids,central,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Abids"". Not a standalone-page candidate.",CENTRAL HYDERABAD,
Mufeedpura,mufeedpura,Mufeedpura,mufeedpura,draft,NEEDS VERIFICATION,Abids,central,false,false,false,,false,,"Not yet independently verified. Grouped with ""Abids"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",CENTRAL HYDERABAD,
Nadargul,nadargul,Nadargul,nadargul,draft,NEEDS VERIFICATION,Badangpet,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Badangpet"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",BADANGPET | AIRPORT / SOUTH / ADIBATLA | AIRPORT / SOUTH / TURKAYAMJAL,
Nalgonda X Road,nalgondaxroad,Nalgonda X Road,nalgonda-x-road,draft,SUB-UNIT,Malakpet,south,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Malakpet"". Not a standalone-page candidate.",OLD CITY / MALAKPET,
Nampally Market,nampallymarket,Nampally Market,nampally-market,draft,SUB-UNIT,Nampally,central,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Nampally"". Not a standalone-page candidate.",NAMPALLY,
Nampally Railway Station,nampallyrailwaystation,Nampally Railway Station,nampally-railway-station,draft,SUB-UNIT,Nampally,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Nampally"". Not a standalone-page candidate.",NAMPALLY,
Narsingi Road,narsingiroad,Narsingi Road,narsingi-road,draft,SUB-UNIT,Manikonda,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Manikonda"". Not a standalone-page candidate.",MANIKONDA | PUPPALAGUDA | KOKAPET,
NBT Nagar,nbtnagar,NBT Nagar,nbt-nagar,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS,
Necklace Road,necklaceroad,Necklace Road,necklace-road,draft,SUB-UNIT,Somajiguda,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Somajiguda"". Not a standalone-page candidate.",SOMAJIGUDA,
Neknampur Lake,neknampurlake,Neknampur Lake,neknampur-lake,draft,SUB-UNIT,Manikonda,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Manikonda"". Not a standalone-page candidate.",MANIKONDA,
Neopolis,neopolis,Neopolis,neopolis,draft,SUB-UNIT,Kokapet,west,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Kokapet"", not a distinct standalone locality. Covered under the parent page.",FINANCIAL DISTRICT | KOKAPET,
New Malakpet,newmalakpet,New Malakpet,new-malakpet,draft,SUB-UNIT,Malakpet,south,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Malakpet"", not a distinct standalone locality. Covered under the parent page.",OLD CITY / MALAKPET,
NGO Colony,ngocolony,NGO Colony,ngo-colony,draft,SUB-UNIT,Vanasthalipuram,east,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Vanasthalipuram"", not a distinct standalone locality. Covered under the parent page.",VANASTHALIPURAM,
NGRI,ngri,NGRI,ngri,draft,NEEDS VERIFICATION,Habsiguda,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Habsiguda"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",HABSIGUDA,
Nizampet Village,nizampetvillage,Nizampet Village,nizampet-village,draft,NEEDS VERIFICATION,Nizampet,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Nizampet"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",NIZAMPET,
NMDC,nmdc,NMDC,nmdc,draft,NEEDS VERIFICATION,Mehdipatnam,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Mehdipatnam"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",MEHDIPATNAM / SOUTH-CENTRAL,
NTR Nagar,ntrnagar,NTR Nagar,ntr-nagar,draft,NEEDS VERIFICATION,Boduppal,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Boduppal"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",BODUPPAL | SAROORNAGAR,
Old Alwal,oldalwal,Old Alwal,old-alwal,draft,SUB-UNIT,Alwal,north,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Alwal"", not a distinct standalone locality. Covered under the parent page.",ALWAL,
Old Bowenpally,oldbowenpally,Old Bowenpally,old-bowenpally,draft,SUB-UNIT,Bowenpally,north,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Bowenpally"", not a distinct standalone locality. Covered under the parent page.",BOWENPALLY,
Old Malakpet,oldmalakpet,Old Malakpet,old-malakpet,draft,SUB-UNIT,Malakpet,south,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Malakpet"", not a distinct standalone locality. Covered under the parent page.",OLD CITY / MALAKPET,
Old MLA Quarters,oldmlaquarters,Old MLA Quarters,old-mla-quarters,draft,SUB-UNIT,Himayatnagar,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Himayatnagar"", not a distinct standalone locality. Covered under the parent page.",HIMAYATNAGAR / BASHEERBAGH,
Osmania University,osmaniauniversity,Osmania University,osmania-university,draft,SUB-UNIT,Tarnaka,north,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Tarnaka"". Not a standalone-page candidate.",TARNAKA,
OU Campus,oucampus,OU Campus,ou-campus,draft,SUB-UNIT,Habsiguda,north,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Habsiguda"". Not a standalone-page candidate.",HABSIGUDA,
P&T Colony,ptcolony,P&T Colony,pandt-colony,draft,SUB-UNIT,Dilsukhnagar,east,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Dilsukhnagar"", not a distinct standalone locality. Covered under the parent page.",DILSUKHNAGAR | SAROORNAGAR,
Paradise,paradise,Paradise,paradise,draft,SUB-UNIT,Secunderabad,north,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Secunderabad"". Not a standalone-page candidate.",SECUNDERABAD / NORTH,
Parvath Nagar,parvathnagar,Parvath Nagar,parvath-nagar,draft,NEEDS VERIFICATION,Madhapur,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Madhapur"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",MADHAPUR,
Patelguda,patelguda,Patelguda,patelguda,draft,NEEDS VERIFICATION,Ameenpur,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Ameenpur"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",AMEENPUR,
Peddamma Gudi Area,peddammagudiarea,Peddamma Gudi Area,peddamma-gudi-area,draft,SUB-UNIT,Jubilee Hills,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Jubilee Hills"". Not a standalone-page candidate.",JUBILEE HILLS,
Peddamma Temple,peddammatemple,Peddamma Temple,peddamma-temple,draft,SUB-UNIT,Jubilee Hills,central,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Jubilee Hills"". Not a standalone-page candidate.",JUBILEE HILLS,
Pillar No. 143,pillarno143,Pillar No. 143,pillar-no-143,draft,SUB-UNIT,Attapur,south,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Attapur"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",ATTAPUR,
Pragathi Enclave,pragathienclave,Pragathi Enclave,pragathi-enclave,draft,NEEDS VERIFICATION,Nizampet,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Nizampet"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",NIZAMPET,
Prashanthi Hills,prashanthihills,Prashanthi Hills,prashanthi-hills,draft,NEEDS VERIFICATION,Badangpet,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Badangpet"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",BADANGPET,
Prashasan Nagar,prashasannagar,Prashasan Nagar,prashasan-nagar,draft,SUB-UNIT,Jubilee Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Jubilee Hills"", not a distinct standalone locality. Covered under the parent page.",JUBILEE HILLS,
Premavathi Pet,premavathipet,Premavathi Pet,premavathi-pet,draft,NEEDS VERIFICATION,Rajendranagar,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Rajendranagar"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",RAJENDRANAGAR,
Punjagutta X Road,punjaguttaxroad,Punjagutta X Road,punjagutta-x-road,draft,SUB-UNIT,Panjagutta,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Panjagutta"". Not a standalone-page candidate.",PUNJAGUTTA,
Purani Haveli,puranihaveli,Purani Haveli,purani-haveli,draft,SUB-UNIT,Nampally,central,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Nampally"". Not a standalone-page candidate.",NAMPALLY | OLD CITY / CHARMINAR,
Qila Mohammad Nagar,qilamohammadnagar,Qila Mohammad Nagar,qila-mohammad-nagar,draft,NEEDS VERIFICATION,Langer Houz,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Langer Houz"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",LANGER HOUZ,
Quthbullapur,quthbullapur,Quthbullapur,quthbullapur,draft,NEEDS VERIFICATION,Suchitra,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Suchitra"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",SUCHITRA | ADDITIONAL LOCALITIES,
Rahmat Nagar,rahmatnagar,Rahmat Nagar,rahmat-nagar,draft,NEEDS VERIFICATION,Yousufguda,central,false,false,false,,false,,"Not yet independently verified. Grouped with ""Yousufguda"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",YOUSUFGUDA | ERRAGADDA,
Raidurgam,raidurgam,Raidurgam,raidurgam,draft,NEEDS VERIFICATION,Raidurg,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Raidurg"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",RAIDURG,
Raj Bhavan Road,rajbhavanroad,Raj Bhavan Road,raj-bhavan-road,draft,SUB-UNIT,Lakdikapul,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Lakdikapul"". Not a standalone-page candidate.",LAKDICAPUL / SAIFABAD | KHAIRATABAD | PUNJAGUTTA | SOMAJIGUDA,
Rajendranagar Road,rajendranagarroad,Rajendranagar Road,rajendranagar-road,draft,SUB-UNIT,Attapur,south,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Attapur"". Not a standalone-page candidate.",ATTAPUR,
Rashidguda,rashidguda,Rashidguda,rashidguda,draft,NEEDS VERIFICATION,Shamshabad,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Shamshabad"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",AIRPORT / SOUTH / SHAMSHABAD,
Razdar Khanpet,razdarkhanpet,Razdar Khanpet,razdar-khanpet,draft,NEEDS VERIFICATION,Nampally,central,false,false,false,,false,,"Not yet independently verified. Grouped with ""Nampally"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",NAMPALLY,
Residency Road,residencyroad,Residency Road,residency-road,draft,SUB-UNIT,Abids,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Abids"". Not a standalone-page candidate.",CENTRAL HYDERABAD,
RK Puram,rkpuram,RK Puram,rk-puram,draft,NEEDS VERIFICATION,Saroor Nagar,east,false,false,false,,false,,"Not yet independently verified. Grouped with ""Saroor Nagar"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",SAROORNAGAR,
Road No. 1,roadno1,Road No. 1,road-no-1,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 10,roadno10,Road No. 10,road-no-10,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 11,roadno11,Road No. 11,road-no-11,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 12,roadno12,Road No. 12,road-no-12,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 13,roadno13,Road No. 13,road-no-13,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 14,roadno14,Road No. 14,road-no-14,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 2,roadno2,Road No. 2,road-no-2,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 3,roadno3,Road No. 3,road-no-3,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 36,roadno36,Road No. 36,road-no-36,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 4,roadno4,Road No. 4,road-no-4,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 45,roadno45,Road No. 45,road-no-45,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 5,roadno5,Road No. 5,road-no-5,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 6,roadno6,Road No. 6,road-no-6,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 7,roadno7,Road No. 7,road-no-7,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 8,roadno8,Road No. 8,road-no-8,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 9,roadno9,Road No. 9,road-no-9,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
Road No. 92,roadno92,Road No. 92,road-no-92,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Banjara Hills"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",BANJARA HILLS,
RP Road,rproad,RP Road,rp-road,draft,SUB-UNIT,Secunderabad,north,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Secunderabad"". Not a standalone-page candidate.",SECUNDERABAD / NORTH,
RTC Colony,rtccolony,RTC Colony,rtc-colony,draft,NEEDS VERIFICATION,LB Nagar,east,false,false,false,,false,,"Not yet independently verified. Grouped with ""LB Nagar"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",LB NAGAR / EAST / SOUTH-EAST | VANASTHALIPURAM,
RTC X Roads,rtcxroads,RTC X Roads,rtc-x-roads,draft,SUB-UNIT,,unknown,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Not a standalone-page candidate.",ADDITIONAL LOCALITIES,
