Name,OriginalSourceSections,Parent,Zone,Classification,Verified,Indexable,Sitemap,AliasOf,PageURL,Reason
Surya Nagar,ALWAL,Alwal,north,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Alwal"", not a distinct standalone locality. Covered under the parent page."
Talab Katta,OLD CITY / DABEERPURA | OLD CITY / YAKUTPURA | OLD CITY / SANTOSHNAGAR | OLD CITY / REIN BAZAAR,Talabchanchalam,south,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Talabchanchalam"", not a distinct standalone locality. Covered under the parent page."
TCS Adibatla,AIRPORT / SOUTH / ADIBATLA,Adibatla,outskirts,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Adibatla"". Not a standalone-page candidate."
Teegalguda,OLD CITY / SAIDABAD,Moosarambagh,south,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Moosarambagh"", not a distinct standalone locality. Covered under the parent page."
Telecom Nagar,MADHAPUR | GACHIBOWLI,Gachibowli,west,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Gachibowli"", not a distinct standalone locality. Covered under the parent page."
Temple Alwal,ALWAL,Alwal,north,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Alwal"", not a distinct standalone locality. Covered under the parent page."
Thokatta,SECUNDERABAD / NORTH | ADDITIONAL LOCALITIES,Bowenpally,north,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Bowenpally"", not a distinct standalone locality. Covered under the parent page."
Tilak Road,CENTRAL HYDERABAD,Abids,central,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Abids"". Not a standalone-page candidate."
Tolichowki Road,MEHDIPATNAM / SOUTH-CENTRAL,Mehdipatnam,south,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Mehdipatnam"". Not a standalone-page candidate."
Totaguda,NAMPALLY,Nampally,central,Draft — needs verification,false,false,false,,,"Confirmed via a direct fetch of the primary Census 2011 subdistrict table that Nampally Mandal is recorded as 2 towns and 0 villages — meaning no locality named Totaguda can appear as a distinct Census-enumerated unit under Nampally. One low-tier real-estate aggregator (findeasy.in) lists ""Totaguda"" under a Nampally grouping, but this is uncorroborated by any Census, India Post, GHMC, or municipal record and does not outweigh the primary Census table; the only phonetic near-match found elsewhere is ""Toyaguda"" in Adilabad district, 330 km away and unrelated."
TV Studio Road,RAMANTHAPUR,Ramanthapur,north,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Ramanthapur"". Not a standalone-page candidate."
Uppal Depot,UPPAL,Uppal,north,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Uppal"". Not a standalone-page candidate."
Uppal Road,TARNAKA,Tarnaka,north,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Tarnaka"". Not a standalone-page candidate."
Vayupuri,SAINIKPURI,Sainikpuri,north,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Sainikpuri"", not a distinct standalone locality. Covered under the parent page."
Venkateshwara Colony,BODUPPAL,Boduppal,north,Draft — needs verification,false,false,false,,,"Confirmed at least FOUR genuinely distinct ""Venkateshwara Colony"" instances, not two: Boduppal (pincode 500092, ""Shree Venkateshwara Colony""), a Peerzadiguda/Medipally-area instance (""Venkateswara Colony, Sai Nagar,"" Saroornagar mandal), a Moulali/Secunderabad instance (""Venkateshwara Nagar Colony,"" pincode 500040), and — via the repo's own already-published ECIL page, which lists ""Venkateshwara Colony"" as its own landmark (pincode 500062, north zone) — a fourth instance. A third pass found the collision is worse still: a FIFTH instance via India Post (""Venkateshwara Colony, Bandlaguda Jagir,"" pincode 500086), plus a SIXTH, qualitatively different instance — ""Venkateshwara Colony"" is itself the formal name of GHMC Ward 216, Jubilee Hills Circle, Khairatabad Zone (confirmed by 3 independent current ward-data sources) — a genuine standalone administrative ward, unlike the other five informal colony-name instances. Nothing in the master list's original context for this entry points to the Jubilee Hills ward rather than the Boduppal/Peerzadiguda grouping it was actually tagged under, so no resolution is forced; worth a human checking whether the entry's context was ever meant to reference the Jubilee Hills ward instead."
Vijayapuri Colony,BATCH 13 — MISSING MASTER-LIST ADDITIONS,Uppal,unknown,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Uppal"", not a distinct standalone locality. Covered under the parent page."
Waverock,FINANCIAL DISTRICT,Financial District,west,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Financial District"". Not a standalone-page candidate."
WaveRock SEZ,FINANCIAL DISTRICT,Financial District,west,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Financial District"". Not a standalone-page candidate."
West Marredpally,SECUNDERABAD / NORTH,Marredpally,north,Sub-unit (not standalone),false,false,false,,,"Confirmed to be a named sub-colony/enclave inside ""Marredpally"", not a distinct standalone locality. Covered under the parent page."
Yacharam Road,AIRPORT / SOUTH / IBRAHIMPATNAM,Ibrahimpatnam,outskirts,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Ibrahimpatnam"". Not a standalone-page candidate."
Yousufguda Check Post,YOUSUFGUDA,Yousufguda,central,Sub-unit (not standalone),false,false,false,,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Yousufguda"". Not a standalone-page candidate."
Zoo Park,OLD CITY / BAHADURPURA,Bahadurpura,south,Sub-unit (not standalone),false,false,false,,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Bahadurpura"". Not a standalone-page candidate."
